Hmean,Smean,Vmean,Kematangan
113.95255729166666,26.726208333333332,127.92390104166667,0
104.69983448928122,34.03639659520807,130.88059583858765,0
100.477546875,30.234489583333332,130.562078125,0
65.78804382093317,55.213043820933166,126.16011191677175,1
107.64719403931515,207.56261889663918,147.19863665187063,1
89.28606666666667,162.51493333333335,165.20206666666667,1
